"school" "minority" "female" "ses" "math"
"1788" 3020 0 1 0.052 6.151
"1789" 3020 0 1 0.072 11.485
"1790" 3020 0 1 0.132 15.936
"1791" 3020 0 1 0.132 21.468
"1792" 3020 0 1 0.152 22.781
"1793" 3020 0 1 0.212 13.555
"1794" 3020 0 1 0.212 17.39
"1795" 3020 0 1 0.212 22.245
"1796" 3020 0 1 0.222 17.291
"1797" 3020 0 1 0.232 17.706
"1798" 3020 0 1 0.232 18.828
"1799" 3020 0 1 0.262 13.335
"1800" 3020 0 1 0.342 17.756
"1801" 3020 0 1 0.482 14.254
"1802" 3020 0 1 0.572 21.011
"1803" 3020 0 1 0.582 19.287
"1804" 3020 0 1 0.602 9.664
"1805" 3020 0 1 0.612 20.066
"1806" 3020 0 1 0.662 14.94
"1807" 3020 0 1 0.682 11.789
"1808" 3020 0 1 0.682 21.474
"1809" 3020 0 1 0.692 16.083
"1810" 3020 0 1 0.692 17.839
"1811" 3020 0 1 0.702 17.757
"1812" 3020 0 1 0.712 -2.528
"1813" 3020 0 1 0.772 19.702
"1814" 3020 0 1 0.842 10.247
"1815" 3020 0 1 0.902 16.42
"1816" 3020 0 1 0.902 22.012
"1817" 3020 0 1 0.932 17.393
"1818" 3020 0 1 0.942 8.656
"1819" 3020 0 1 0.942 20.069
"1820" 3020 0 1 1.032 12.158
"1821" 3020 0 1 1.092 17.699
"1822" 3020 0 1 1.152 3.571
"1823" 3020 0 1 1.182 13.656
"1824" 3020 0 1 1.182 24.319
"1825" 3020 0 1 -0.078 -0.451
"1826" 3020 0 1 -0.118 7.395
"1827" 3020 0 1 -0.148 18.686
"1828" 3020 0 1 -0.148 21.164
"1829" 3020 0 1 -0.258 10.857
"1830" 3020 0 1 -0.278 8.057
"1831" 3020 0 1 -0.308 5.137
"1832" 3020 0 1 -0.308 14.069
"1833" 3020 0 1 -0.398 16.205
"1834" 3020 0 1 -0.468 10.755
"1835" 3020 0 1 -0.498 11.461
"1836" 3020 0 1 -0.538 14.128
"1837" 3020 0 1 -0.548 22.151
"1838" 3020 0 1 -0.718 3.617
"1839" 3020 0 1 -0.968 24.993
"1840" 3020 0 1 -1.098 9.819
"1841" 3020 0 1 -1.128 11.591
"1842" 3020 0 1 -1.258 4.094
"1843" 3020 1 1 1.032 16.67
"1844" 3020 1 1 -1.158 20.025
"1845" 3039 0 0 0.002 17.491
"1846" 3039 0 0 0.232 24.812
"1847" 3039 0 0 0.882 23.09
"1848" 3039 0 0 0.942 15.792
"1849" 3039 0 0 0.982 20.082
"1850" 3039 0 0 1.002 18.331
"1851" 3039 0 0 1.042 22.989
"1852" 3039 0 0 1.122 20.051
"1853" 3039 0 0 1.192 16.267
"1854" 3039 0 0 1.342 20.458
"1855" 3039 0 0 -0.248 22.522
"1856" 3039 0 0 -0.558 14.116
"1857" 3039 0 0 -0.908 7.748
"1858" 3039 1 0 0.082 12.246
"1859" 3039 1 0 0.202 4.395
"1860" 3039 1 0 0.242 16.08
"1861" 3039 1 0 0.402 10.975
"1862" 3039 1 0 0.942 19.167
"1863" 3039 1 0 -0.388 17.908
"1864" 3039 1 0 -0.528 10.546
"1865" 3039 1 0 -0.678 21.175
"1866" 3088 0 0 0.082 4.007
"1867" 3088 0 0 0.522 5.27
"1868" 3088 0 0 0.602 17.404
"1869" 3088 0 0 0.792 4.896
"1870" 3088 0 0 -0.498 16.773
"1871" 3088 0 0 -0.998 3.242
"1872" 3088 0 0 -1.038 12.177
"1873" 3088 0 1 0.002 4.828
"1874" 3088 0 1 0.032 18.384
"1875" 3088 0 1 0.352 13.758
"1876" 3088 0 1 0.702 22.091
"1877" 3088 0 1 -0.038 15.095
"1878" 3088 0 1 -0.138 7.731
"1879" 3088 0 1 -0.338 19.106
"1880" 3088 0 1 -0.408 8.896
"1881" 3088 0 1 -0.418 16.941
"1882" 3088 1 0 0.412 2.38
"1883" 3088 1 0 0.552 14.97
"1884" 3088 1 0 0.672 2.211
"1885" 3088 1 0 -0.628 14.065
"1886" 3088 1 0 -0.708 4.5
"1887" 3088 1 0 -0.778 14.987
"1888" 3088 1 0 -0.858 0.036
"1889" 3088 1 0 -1.098 8.139
"1890" 3088 1 0 -1.548 1.314
"1891" 3088 1 0 -1.668 17.599
"1892" 3088 1 0 -1.788 4.838
"1893" 3088 1 1 0.292 11.913
"1894" 3088 1 1 -0.138 0.363
"1895" 3088 1 1 -0.138 10.447
"1896" 3088 1 1 -0.438 4.23
"1897" 3088 1 1 -0.458 11.141
"1898" 3088 1 1 -0.628 8.298
"1899" 3088 1 1 -0.848 4.784
"1900" 3088 1 1 -0.988 8.339
"1901" 3088 1 1 -1.078 6.953
"1902" 3088 1 1 -1.458 3.027
"1903" 3088 1 1 -1.818 6.92
"1904" 3088 1 1 -2.508 4.635
"1905" 3152 0 0 0.202 -2.5
"1906" 3152 0 0 0.482 18.934
"1907" 3152 0 0 0.612 12.818
"1908" 3152 0 0 0.652 22.344
"1909" 3152 0 0 0.662 14.926
"1910" 3152 0 0 0.702 2.986
"1911" 3152 0 0 0.762 24.993
"1912" 3152 0 0 0.792 24.993
"1913" 3152 0 0 0.842 23.818
"1914" 3152 0 0 0.952 23.127
"1915" 3152 0 0 1.202 19.572
"1916" 3152 0 0 1.212 14.932
"1917" 3152 0 0 -0.218 20.953
"1918" 3152 0 0 -0.258 22.254
"1919" 3152 0 0 -0.268 6.466
"1920" 3152 0 0 -0.418 13.128
"1921" 3152 0 0 -0.628 15.751
"1922" 3152 0 0 -0.848 19.482
"1923" 3152 0 0 -1.018 18.051
"1924" 3152 0 0 -1.128 9.519
"1925" 3152 0 0 -1.258 14.184
"1926" 3152 0 0 -1.368 13.592
"1927" 3152 0 1 0.012 12.032
"1928" 3152 0 1 0.332 12.152
"1929" 3152 0 1 0.542 5.826
"1930" 3152 0 1 0.612 23.08
"1931" 3152 0 1 0.652 12.714
"1932" 3152 0 1 0.822 22.553
"1933" 3152 0 1 0.882 16.855
"1934" 3152 0 1 1.072 17.58
"1935" 3152 0 1 1.172 13.564
"1936" 3152 0 1 1.212 18.282
"1937" 3152 0 1 1.262 15.562
"1938" 3152 0 1 1.262 18.943
"1939" 3152 0 1 -0.138 5.576
"1940" 3152 0 1 -0.168 -1.237
"1941" 3152 0 1 -0.298 19.71
"1942" 3152 0 1 -0.428 -2.094
"1943" 3152 0 1 -0.508 7.024
"1944" 3152 0 1 -0.648 9.781
"1945" 3152 0 1 -0.778 8.491
"1946" 3152 0 1 -0.778 8.789
"1947" 3152 0 1 -0.788 7.537
"1948" 3152 0 1 -0.908 10.161
"1949" 3152 0 1 -0.938 12.144
"1950" 3152 0 1 -1.038 20.36
"1951" 3152 0 1 -1.138 8.486
"1952" 3152 0 1 -1.368 1.439
"1953" 3152 1 0 0.832 1.791
"1954" 3152 1 0 -0.278 16.213
"1955" 3152 1 0 -1.298 6.251
"1956" 3152 1 1 0.782 2.982
"1957" 3332 0 0 0.292 13.306
"1958" 3332 0 0 0.532 22.661
"1959" 3332 0 0 0.762 3.628
"1960" 3332 0 0 0.822 11.922
"1961" 3332 0 0 0.832 22.856
"1962" 3332 0 0 0.882 13.063
"1963" 3332 0 0 1.122 24.993
"1964" 3332 0 0 1.172 9.355
"1965" 3332 0 0 1.212 7.41
"1966" 3332 0 0 1.292 23.054
"1967" 3332 0 0 1.342 13.033
"1968" 3332 0 0 1.362 10.06
"1969" 3332 0 0 -0.178 23.054
"1970" 3332 0 0 -0.328 11.461
"1971" 3332 0 1 0.022 7.341
"1972" 3332 0 1 0.062 6.246
"1973" 3332 0 1 0.082 7.554
"1974" 3332 0 1 0.302 2.204
"1975" 3332 0 1 0.372 0.996
"1976" 3332 0 1 0.522 12.143
"1977" 3332 0 1 0.532 21.848
"1978" 3332 0 1 0.672 15.569
"1979" 3332 0 1 0.752 19.805
"1980" 3332 0 1 0.762 22.896
"1981" 3332 0 1 0.882 16.163
"1982" 3332 0 1 0.952 16.781
"1983" 3332 0 1 0.972 16.206
"1984" 3332 0 1 1.012 23.619
"1985" 3332 0 1 1.042 13.567
"1986" 3332 0 1 1.142 14.997
"1987" 3332 0 1 1.162 18.119
"1988" 3332 0 1 1.262 10.749
"1989" 3332 0 1 1.362 15.93
"1990" 3332 0 1 -0.188 5.719
"1991" 3332 0 1 -0.218 22.317
"1992" 3332 0 1 -0.248 17.632
"1993" 3332 0 1 -0.468 12.782
"1994" 3332 0 1 -0.628 11.531
"1995" 3351 0 0 0.222 8.2
"1996" 3351 0 0 0.432 17.06
"1997" 3351 0 0 0.512 20.708
"1998" 3351 0 0 0.892 14.7
"1999" 3351 0 0 0.902 5.637
"2000" 3351 0 0 1.142 6.41
"2001" 3351 0 0 1.182 22.697
"2002" 3351 0 0 1.212 21.054
"2003" 3351 0 0 1.392 12.381
"2004" 3351 0 0 1.422 13.188
"2005" 3351 0 0 1.512 11.147
"2006" 3351 0 0 -0.188 24.301
"2007" 3351 0 0 -0.278 14.594
"2008" 3351 0 0 -0.798 14.87
"2009" 3351 0 1 0.032 17.262
"2010" 3351 0 1 0.262 13.294
"2011" 3351 0 1 0.512 17.175
"2012" 3351 0 1 0.532 12.815
"2013" 3351 0 1 0.582 8.879
"2014" 3351 0 1 0.592 2.781
"2015" 3351 0 1 0.672 -0.598
"2016" 3351 0 1 0.932 13.276
"2017" 3351 0 1 0.982 13.233
"2018" 3351 0 1 1.122 24.993
"2019" 3351 0 1 1.372 6.98
"2020" 3351 0 1 -0.018 15.227
"2021" 3351 0 1 -0.258 12.905
"2022" 3351 0 1 -0.708 -0.417
"2023" 3351 1 0 0.342 22.616
"2024" 3351 1 0 0.352 16.297
"2025" 3351 1 0 0.832 4.972
"2026" 3351 1 0 -0.098 4.361
"2027" 3351 1 0 -0.568 5.453
"2028" 3351 1 0 -0.798 -1.095
"2029" 3351 1 0 -1.178 10.064
"2030" 3351 1 0 -1.488 3.377
"2031" 3351 1 0 -2.028 4.388
"2032" 3351 1 1 0.372 6.652
"2033" 3351 1 1 0.812 5.305
"2034" 3377 0 0 0.022 18.863
"2035" 3377 0 0 0.462 17.617
"2036" 3377 0 0 0.792 15.436
"2037" 3377 0 1 -1.458 12.873
"2038" 3377 1 0 0.232 10.538
"2039" 3377 1 0 1.092 2.322
"2040" 3377 1 0 -0.088 4.82
"2041" 3377 1 0 -0.128 5.227
"2042" 3377 1 0 -0.138 1.155
"2043" 3377 1 0 -0.378 16.637
"2044" 3377 1 0 -0.388 14.117
"2045" 3377 1 0 -0.448 12.221
"2046" 3377 1 0 -0.488 -0.009
"2047" 3377 1 0 -0.498 -0.227
"2048" 3377 1 0 -0.628 6.933
"2049" 3377 1 0 -0.658 3.486
"2050" 3377 1 0 -0.718 21.669
"2051" 3377 1 0 -0.808 5.404
"2052" 3377 1 0 -0.908 9.481
"2053" 3377 1 0 -0.908 16.269
"2054" 3377 1 0 -0.918 7.441
"2055" 3377 1 0 -0.918 18.275
"2056" 3377 1 0 -0.938 14.34
"2057" 3377 1 0 -0.948 13.531
"2058" 3377 1 0 -1.248 7.378
"2059" 3377 1 0 -1.858 5.888
"2060" 3377 1 0 -2.248 3.833
"2061" 3377 1 1 0.102 8.869
"2062" 3377 1 1 1.042 0.114
"2063" 3377 1 1 -0.048 -2.832
"2064" 3377 1 1 -0.178 10.298
"2065" 3377 1 1 -0.268 19.052
"2066" 3377 1 1 -0.368 2.697
"2067" 3377 1 1 -0.488 6.659
"2068" 3377 1 1 -0.578 0.155
"2069" 3377 1 1 -0.648 3.079
"2070" 3377 1 1 -0.688 19.026
"2071" 3377 1 1 -0.768 14.413
"2072" 3377 1 1 -0.788 2.066
"2073" 3377 1 1 -0.838 20.537
"2074" 3377 1 1 -1.088 -0.704
"2075" 3377 1 1 -1.158 8.285
"2076" 3377 1 1 -1.188 5.271
"2077" 3377 1 1 -1.438 23.116
"2078" 3377 1 1 -1.838 7.783
"2079" 3427 0 0 0.022 20.877
"2080" 3427 0 0 0.062 20.232
"2081" 3427 0 0 0.062 20.784
"2082" 3427 0 0 0.172 21.378
"2083" 3427 0 0 0.422 19.372
"2084" 3427 0 0 0.422 21.038
"2085" 3427 0 0 0.432 20.961
"2086" 3427 0 0 0.432 24.993
"2087" 3427 0 0 0.442 12.046
"2088" 3427 0 0 0.452 12.663
"2089" 3427 0 0 0.482 23.09
"2090" 3427 0 0 0.512 21.508
"2091" 3427 0 0 0.622 16.622
"2092" 3427 0 0 0.632 24.401
"2093" 3427 0 0 0.672 20.621
"2094" 3427 0 0 0.792 23.83
"2095" 3427 0 0 0.862 13.774
"2096" 3427 0 0 0.862 16.703
"2097" 3427 0 0 0.922 22.667
"2098" 3427 0 0 1.082 16.641
"2099" 3427 0 0 1.282 13.571
"2100" 3427 0 0 1.312 22.245
"2101" 3427 0 0 1.312 23.163
"2102" 3427 0 0 1.512 18.049
"2103" 3427 0 0 -0.008 20.319
"2104" 3427 0 0 -0.038 13.874
"2105" 3427 0 0 -0.038 15.127
"2106" 3427 0 0 -0.048 22.801
"2107" 3427 0 0 -0.088 22.779
"2108" 3427 0 0 -0.118 16.374
"2109" 3427 0 0 -0.168 24.147
"2110" 3427 0 0 -0.218 19.8
"2111" 3427 0 0 -0.258 21.828
"2112" 3427 0 0 -0.258 24.107
"2113" 3427 0 0 -0.268 19.561
"2114" 3427 0 0 -0.298 24.812
"2115" 3427 0 0 -0.418 15.642
"2116" 3427 0 0 -0.418 18.072
"2117" 3427 0 0 -0.498 13.824
"2118" 3427 0 0 -0.718 21.296
"2119" 3427 0 0 -0.758 23.817
"2120" 3427 0 0 -1.288 21.444
"2121" 3427 0 0 -1.318 19.606
"2122" 3427 1 0 1.002 18.013
"2123" 3427 1 0 -0.018 22.273
"2124" 3427 1 0 -0.158 21.872
"2125" 3427 1 0 -0.298 17.28
"2126" 3427 1 0 -0.678 15.381
"2127" 3427 1 0 -0.908 20.786
"2128" 3498 0 0 0.062 19.958
"2129" 3498 0 0 0.122 16.289
"2130" 3498 0 0 0.272 20.514
"2131" 3498 0 0 0.372 19.222
"2132" 3498 0 0 0.402 24.076
"2133" 3498 0 0 0.532 13.094
"2134" 3498 0 0 0.602 19.268
"2135" 3498 0 0 0.702 14.653
"2136" 3498 0 0 0.762 15.019
"2137" 3498 0 0 0.872 21.688
"2138" 3498 0 0 0.932 14.035
"2139" 3498 0 0 0.942 19.083
"2140" 3498 0 0 1.012 18.808
"2141" 3498 0 0 1.022 20.251
"2142" 3498 0 0 1.122 7.007
"2143" 3498 0 0 1.142 19.68
"2144" 3498 0 0 1.262 3.243
"2145" 3498 0 0 1.262 11.785
"2146" 3498 0 0 1.282 14.261
"2147" 3498 0 0 1.372 17.581
"2148" 3498 0 0 1.422 20.707
"2149" 3498 0 0 1.512 16.807
"2150" 3498 0 0 1.512 20.193
"2151" 3498 0 0 -0.088 13.707
"2152" 3498 0 0 -0.108 19.707
"2153" 3498 0 0 -0.188 14.755
"2154" 3498 0 0 -0.478 18.28
"2155" 3498 0 1 0.042 17.922
"2156" 3498 0 1 0.102 4.845
"2157" 3498 0 1 0.192 10.937
"2158" 3498 0 1 0.282 16.848
"2159" 3498 0 1 0.422 21.539
"2160" 3498 0 1 0.452 16.85
"2161" 3498 0 1 0.472 15.495
"2162" 3498 0 1 0.532 21.366
"2163" 3498 0 1 0.572 18.704
"2164" 3498 0 1 0.682 3.213
"2165" 3498 0 1 0.802 16.686
"2166" 3498 0 1 0.892 13.488
"2167" 3498 0 1 0.982 21.035
"2168" 3498 0 1 1.082 21.051
"2169" 3498 0 1 1.152 4.259
"2170" 3498 0 1 1.182 21.444
"2171" 3498 0 1 1.222 21.797
"2172" 3498 0 1 1.282 12.357
"2173" 3498 0 1 -0.078 13.372
"2174" 3498 0 1 -0.098 17.769
"2175" 3498 0 1 -0.148 10.276
"2176" 3498 0 1 -1.088 19.8
"2177" 3498 1 0 0.832 20.064
"2178" 3498 1 0 1.392 19.987
"2179" 3498 1 1 0.902 18.402
"2180" 3498 1 1 1.262 15.517
"2181" 3499 0 0 0.752 22.418
"2182" 3499 0 0 0.932 7.846
"2183" 3499 0 0 0.982 4.487
"2184" 3499 0 0 1.182 4.237
"2185" 3499 0 0 1.242 8.48
"2186" 3499 0 0 -0.138 16.741
"2187" 3499 0 1 0.192 12.543
"2188" 3499 0 1 0.502 23.294
"2189" 3499 0 1 0.562 22.468
"2190" 3499 0 1 0.752 17.867
"2191" 3499 0 1 0.792 17.419
"2192" 3499 0 1 0.802 13.816
"2193" 3499 0 1 0.932 11.363
"2194" 3499 0 1 1.082 18.148
"2195" 3499 0 1 1.342 19.258
"2196" 3499 0 1 1.342 20.432
"2197" 3499 0 1 -0.028 15.259
"2198" 3499 0 1 -0.028 19.406
"2199" 3499 0 1 -0.098 14.298
"2200" 3499 0 1 -0.748 7.605
"2201" 3499 0 1 -1.168 19.923
"2202" 3499 1 0 0.412 8.87
"2203" 3499 1 0 0.702 17.932
"2204" 3499 1 0 0.842 10.953
"2205" 3499 1 0 1.102 12.938
"2206" 3499 1 0 -0.238 4.48
"2207" 3499 1 0 -0.278 9.513
"2208" 3499 1 0 -0.688 12.47
"2209" 3499 1 1 0.342 4.769
"2210" 3499 1 1 0.352 12.35
"2211" 3499 1 1 0.472 17.594
"2212" 3499 1 1 0.562 15.165
"2213" 3499 1 1 0.592 10.491
"2214" 3499 1 1 0.732 10.527
"2215" 3499 1 1 0.762 10.986
"2216" 3499 1 1 1.092 14.418
"2217" 3499 1 1 -0.388 7.931
"2218" 3499 1 1 -0.458 5.813
"2219" 3533 0 0 0.132 23.168
"2220" 3533 0 0 0.372 6.913
"2221" 3533 0 0 0.472 9.87
"2222" 3533 0 0 0.922 16.73
"2223" 3533 0 0 -0.218 17.361
"2224" 3533 0 0 -0.308 4.27
"2225" 3533 0 0 -0.368 4.36
"2226" 3533 0 0 -0.588 8.753
"2227" 3533 0 0 -0.618 13.037
"2228" 3533 0 0 -0.618 21.01
"2229" 3533 0 0 -0.628 4.872
"2230" 3533 0 0 -0.708 13.419
"2231" 3533 0 0 -0.798 8.167
"2232" 3533 0 0 -1.158 18.417
"2233" 3533 0 1 0.232 0.432
"2234" 3533 0 1 0.252 -0.06
"2235" 3533 0 1 0.472 6.68
"2236" 3533 0 1 0.472 13.957
"2237" 3533 0 1 0.482 2.21
"2238" 3533 0 1 0.592 2.834
"2239" 3533 0 1 0.622 18.261
"2240" 3533 0 1 -0.008 13.51
"2241" 3533 0 1 -0.208 4.25
"2242" 3533 0 1 -0.218 12.114
"2243" 3533 0 1 -0.408 4.799
"2244" 3533 0 1 -0.418 10.121
"2245" 3533 0 1 -0.438 16.069
"2246" 3533 0 1 -0.818 2.117
"2247" 3533 0 1 -0.938 -2.142
"2248" 3533 1 0 0.132 13.543
"2249" 3533 1 0 0.892 22.969
"2250" 3533 1 0 -0.538 17.55
"2251" 3533 1 0 -0.778 15.733
"2252" 3533 1 0 -0.798 17.225
"2253" 3533 1 1 0.182 -2.832
"2254" 3533 1 1 0.422 8.456
"2255" 3533 1 1 0.442 17.449
"2256" 3533 1 1 0.532 14.916
"2257" 3533 1 1 0.792 -2.582
"2258" 3533 1 1 -0.128 18.938
"2259" 3533 1 1 -0.148 2.913
"2260" 3533 1 1 -0.178 16.494
"2261" 3533 1 1 -0.338 1.26
"2262" 3533 1 1 -0.348 15.237
"2263" 3533 1 1 -0.398 9.246
"2264" 3533 1 1 -0.438 11.038
"2265" 3533 1 1 -0.478 21.199
"2266" 3533 1 1 -0.838 5.383
"2267" 3610 0 0 0.042 16.428
"2268" 3610 0 0 0.062 15.045
"2269" 3610 0 0 0.132 21.31
"2270" 3610 0 0 0.432 14.598
"2271" 3610 0 0 0.452 14.46
"2272" 3610 0 0 0.602 13.942
"2273" 3610 0 0 0.722 22.384
"2274" 3610 0 0 0.852 22.293
"2275" 3610 0 0 0.942 14.811
"2276" 3610 0 0 0.942 24.545
"2277" 3610 0 0 1.012 21.034
"2278" 3610 0 0 1.372 22.713
"2279" 3610 0 0 -0.038 13.301
"2280" 3610 0 0 -0.078 11.691
"2281" 3610 0 0 -0.108 17.915
"2282" 3610 0 0 -0.108 23.619
"2283" 3610 0 0 -0.228 20.863
"2284" 3610 0 0 -0.258 18.874
"2285" 3610 0 0 -0.338 22.688
"2286" 3610 0 0 -0.368 8.92
"2287" 3610 0 0 -0.478 22.357
"2288" 3610 0 0 -0.488 5.228
"2289" 3610 0 0 -0.548 11.267
"2290" 3610 0 0 -0.648 14.759
"2291" 3610 0 0 -0.658 6.207
"2292" 3610 0 0 -0.708 23.822
"2293" 3610 0 1 0.012 17.522
"2294" 3610 0 1 0.092 19.533
"2295" 3610 0 1 0.322 16.902
"2296" 3610 0 1 0.342 18.94
"2297" 3610 0 1 0.432 14.63
"2298" 3610 0 1 0.472 18.111
"2299" 3610 0 1 0.652 23.336
"2300" 3610 0 1 0.892 9.03
"2301" 3610 0 1 1.262 23.723
"2302" 3610 0 1 1.292 11.243
"2303" 3610 0 1 -0.078 21.734
"2304" 3610 0 1 -0.248 21.776
"2305" 3610 0 1 -0.318 9.993
"2306" 3610 0 1 -0.408 9.762
"2307" 3610 0 1 -0.408 19.899
"2308" 3610 0 1 -0.418 4.695
"2309" 3610 0 1 -0.448 15.053
"2310" 3610 0 1 -0.488 16.854
"2311" 3610 0 1 -0.578 22.813
"2312" 3610 1 0 0.502 14.387
"2313" 3610 1 0 0.632 12.164
"2314" 3610 1 0 0.792 15.896
"2315" 3610 1 0 0.842 8.622
"2316" 3610 1 0 1.332 16.139
"2317" 3610 1 0 -0.008 14.126
"2318" 3610 1 0 -0.188 9.949
"2319" 3610 1 0 -0.758 8.924
"2320" 3610 1 0 -1.048 1.443
"2321" 3610 1 1 0.272 17.409
"2322" 3610 1 1 0.492 14.908
"2323" 3610 1 1 0.812 12.565
"2324" 3610 1 1 0.942 16.439
"2325" 3610 1 1 1.072 17.007
"2326" 3610 1 1 -0.398 8.633
"2327" 3610 1 1 -0.458 2.785
"2328" 3610 1 1 -0.548 3.005
"2329" 3610 1 1 -0.678 8.565
"2330" 3610 1 1 -0.808 19.128
"2331" 3657 0 0 0.172 8.141
"2332" 3657 0 0 0.252 20.048
"2333" 3657 0 0 0.452 23.205
"2334" 3657 0 0 1.062 22.04
"2335" 3657 0 0 1.512 18.61
"2336" 3657 0 0 -0.068 21.136
"2337" 3657 0 0 -0.078 3.448
"2338" 3657 0 0 -0.128 13.382
"2339" 3657 0 0 -0.168 3.008
"2340" 3657 0 0 -0.248 -1.712
"2341" 3657 0 0 -0.448 12.864
"2342" 3657 0 0 -0.628 17.662
"2343" 3657 0 0 -0.688 21.082
"2344" 3657 0 0 -0.718 2.671
"2345" 3657 0 0 -0.768 8.464
"2346" 3657 0 0 -0.938 15.549
"2347" 3657 0 0 -1.338 16.732
"2348" 3657 0 0 -1.358 8.043
"2349" 3657 0 0 -1.488 1.912
"2350" 3657 0 0 -1.598 23.053
"2351" 3657 0 0 -1.978 12.486
"2352" 3657 0 1 0.172 3.973
"2353" 3657 0 1 0.212 23.413
"2354" 3657 0 1 0.452 17.508
"2355" 3657 0 1 1.022 12.267
"2356" 3657 0 1 -0.128 6.506
"2357" 3657 0 1 -0.288 13.156
"2358" 3657 0 1 -0.438 3.967
"2359" 3657 0 1 -0.458 6.69
"2360" 3657 0 1 -0.478 7.147
"2361" 3657 0 1 -0.538 11.809
"2362" 3657 0 1 -0.678 0.008
"2363" 3657 0 1 -0.748 5.122
"2364" 3657 0 1 -0.858 6.504
"2365" 3657 0 1 -0.898 1.125
"2366" 3657 0 1 -0.918 2.993
"2367" 3657 0 1 -0.928 1.471
"2368" 3657 0 1 -1.038 4.858
"2369" 3657 0 1 -1.048 17.736
"2370" 3657 0 1 -1.058 11.771
"2371" 3657 0 1 -1.068 8.152
"2372" 3657 0 1 -1.068 -1.045
"2373" 3657 0 1 -1.148 24.993
"2374" 3657 0 1 -1.258 2.832
"2375" 3657 0 1 -1.358 3.583
"2376" 3657 0 1 -1.358 5.528
"2377" 3657 0 1 -1.398 0.93
"2378" 3657 0 1 -1.838 2.957
"2379" 3657 0 1 -1.948 -1.073
"2380" 3657 0 1 -2.008 5.891
"2381" 3657 1 0 -0.828 2.984
"2382" 3688 0 1 0.062 19.719
"2383" 3688 0 1 0.102 20.358
"2384" 3688 0 1 0.132 8.156
"2385" 3688 0 1 0.132 11.233
"2386" 3688 0 1 0.152 1.84
"2387" 3688 0 1 0.182 7.838
"2388" 3688 0 1 0.222 17.308
"2389" 3688 0 1 0.362 5.425
"2390" 3688 0 1 0.382 15.102
"2391" 3688 0 1 0.392 18.839
"2392" 3688 0 1 0.422 11.021
"2393" 3688 0 1 0.442 17.999
"2394" 3688 0 1 0.482 7.043
"2395" 3688 0 1 0.502 13.589
"2396" 3688 0 1 0.502 14.073
"2397" 3688 0 1 0.512 22.031
"2398" 3688 0 1 0.532 11.252
"2399" 3688 0 1 0.542 14.372
"2400" 3688 0 1 0.542 21.734
"2401" 3688 0 1 0.722 18.309
"2402" 3688 0 1 0.722 21.161
"2403" 3688 0 1 0.732 22.022
"2404" 3688 0 1 0.752 19.62
"2405" 3688 0 1 0.762 23.363
"2406" 3688 0 1 0.852 10.226
"2407" 3688 0 1 0.902 14.129
"2408" 3688 0 1 0.932 15.969
"2409" 3688 0 1 0.952 11.178
"2410" 3688 0 1 1.072 19.566
"2411" 3688 0 1 1.262 20.677
"2412" 3688 0 1 1.332 24.138
"2413" 3688 0 1 1.432 18.614
"2414" 3688 0 1 -0.008 21.023
"2415" 3688 0 1 -0.028 1.776
"2416" 3688 0 1 -0.048 3.078
"2417" 3688 0 1 -0.058 21.935
"2418" 3688 0 1 -0.078 6.928
"2419" 3688 0 1 -0.138 7.762
"2420" 3688 0 1 -0.288 6.938
"2421" 3688 0 1 -0.358 21.444
"2422" 3688 0 1 -0.458 20.449
"2423" 3688 0 1 -1.408 19.906
"2424" 3688 1 1 1.262 1.076
"2425" 3705 0 0 0.052 10.957
"2426" 3705 0 0 0.072 0.583
"2427" 3705 0 0 0.122 -2.832
"2428" 3705 0 0 0.302 13.207
"2429" 3705 0 0 0.372 12.647
"2430" 3705 0 0 0.412 13.695
"2431" 3705 0 0 0.432 4.215
"2432" 3705 0 0 0.612 10.16
"2433" 3705 0 0 0.712 6.196
"2434" 3705 0 0 1.292 18.032
"2435" 3705 0 0 -0.458 23.152
"2436" 3705 0 1 0.112 10.921
"2437" 3705 0 1 0.182 17.57
"2438" 3705 0 1 0.192 -0.128
"2439" 3705 0 1 0.592 16.918
"2440" 3705 0 1 0.622 20.067
"2441" 3705 0 1 0.752 4.054
"2442" 3705 0 1 0.802 16.286
"2443" 3705 0 1 1.292 12.963
"2444" 3705 0 1 1.452 17.517
"2445" 3705 0 1 1.512 8.845
"2446" 3705 0 1 -0.178 16.977
"2447" 3705 1 0 0.062 3.78
"2448" 3705 1 0 0.192 12.223
"2449" 3705 1 0 0.212 15.469
"2450" 3705 1 0 0.232 8.998
"2451" 3705 1 0 0.372 17.701
"2452" 3705 1 0 0.382 12.542
"2453" 3705 1 0 0.542 15.554
"2454" 3705 1 0 1.012 8.741
"2455" 3705 1 0 1.012 13.162
"2456" 3705 1 0 -0.278 11.598
"2457" 3705 1 0 -0.328 8.147
"2458" 3705 1 1 0.072 12.889
"2459" 3705 1 1 0.842 1.133
"2460" 3705 1 1 1.182 -1.254
"2461" 3705 1 1 -0.078 4.285
"2462" 3705 1 1 -0.098 17.241
"2463" 3705 1 1 -0.138 4.522
"2464" 3705 1 1 -0.288 4.72
"2465" 3705 1 1 -0.748 11.411
"2466" 3705 1 1 -1.048 9.283
"2467" 3705 1 1 -1.138 10.712
"2468" 3705 1 1 -1.188 9.542
"2469" 3705 1 1 -1.478 0.525
